,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1259,Spain,"Bramble and red berry aromas are attractive and almost exotic. Feels a bit furry and scratchy, but tastes of blueberry with an herbal tinge. Finishes well, with a pinch of minty green flavor.",,85,7,Central Spain,La Mancha,,Michael Schachner,@wineschach,Venta Morales 2010 Tempranillo (La Mancha),Tempranillo,Venta Morales
1260,Italy,"This blend of Catarratto and Chardonnay shows a tiny touch of oxidation, with butterscotch and caramel aromas behind candied fruit, apricot and pineapple. The mouthfeel is soft, thick and sticky.",Santagostino Baglio Sorìa,85,22,Sicily & Sardinia,Sicilia,,,,Firriato 2010 Santagostino Baglio Sorìa White (Sicilia),White Blend,Firriato
1261,Italy,"Plump, lively and packed tight with cherry and blackberry, this blend of Nero d'Avola and Merlot would pair well with grilled sausage or hamburgers. The mouthfeel is soft, easy and fresh.",I Versi,85,,Sicily & Sardinia,Sicilia,,,,Fondo Antico 2009 I Versi Red (Sicilia),Red Blend,Fondo Antico
1262,US,"This wine opens sweet, smelling of lemon and grapefruit, and is appropriately creamy in mouthfeel, with a sliver of sweetness on the finish.",,85,20,California,Contra Costa County,Central Coast,Virginie Boone,@vboone,Hannah Nicole Vineyards 2010 Viognier (Contra Costa County),Viognier,Hannah Nicole Vineyards
1263,US,"Floral and fruity, with abundantly ripe peach and melon flavors, this semidry Riesling is juicy and sweet without being cloying. Penetrating fruit flavors ease off on the midpalate on the way to a dainty, sugar-laced finish.",,85,13,New York,Cayuga Lake,Finger Lakes,Anna Lee C. Iijima,,Hosmer 2010 Riesling (Cayuga Lake),Riesling,Hosmer
1264,US,"Soft and sweet, this Pinot has simple but appealing raspberry, cherry, cola and spice flavors. It would score higher if the texture was more potent.",Siebert Ranch,85,35,California,Russian River Valley,Sonoma,,,Ancient Oak Cellars 2007 Siebert Ranch Pinot Noir (Russian River Valley),Pinot Noir,Ancient Oak Cellars
1265,Israel,"This 50-50 blend is easy and drinkable now, with a soft structure of delicate red fruit flavors, light tannins and moderate acidity. An herbal, almost leafy character adds depth to the bouquet. Drink now.",Classic,85,12,Dan,,,Lauren Buzzeo,@laurbuzz,Barkan 2010 Classic Merlot-Argaman (Dan),Merlot-Argaman,Barkan
1266,US,"Waxy floral and lemon skin notes are elegantly subdued on this concentrated semidry Riesling. Juicy on the palate with abundant peach preserve flavors, it finishes moderately long with on a slightly drying, tea inflected note.",Arcturos,85,16,Michigan,Michigan,,Anna Lee C. Iijima,,Black Star Farms 2010 Arcturos Riesling (Michigan),Riesling,Black Star Farms
1267,US,"Soft, sweet and fruity, tasting like a granola bar, with roasted almonds, raspberry filling and cinnamon spice.",The Franc,85,20,California,California,California Other,,,Cosentino 2007 The Franc Cabernet Franc (California),Cabernet Franc,Cosentino
1268,Italy,"Cusumano's fresh Insolia delivers a steady, neutral nose with distant aromas of honey, Golden Delicious apple and dried grass. It's a lean, simple wine at a competitive price.",,85,12,Sicily & Sardinia,Sicilia,,,,Cusumano 2010 Insolia (Sicilia),Insolia,Cusumano
1269,Spain,"Opens with peachy, citric and saline aromas. Feels moderately fresh, but seems as though it's starting to mature as it's fleshy and pithy. Flavors of nectarine, orange and bitter pith are good but lack that ethereal quality that can make Albariño special. Drink now.",,85,30,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Lusco 2010 Albariño (Rías Baixas),Albariño,Lusco
1270,US,"There are solid Cabernet flavors of blackberries and black currants in this dry, tannic wine. It's rough and astringent in the mouth, without much charm, but a rich steak, maybe topped with a gorgonzola sauce, will make it shine.",,85,34,California,Napa Valley,Napa,,,Markham 2008 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Markham
1271,US,"Whoa... need... water. Michael David's Earthquake is all about impact, no bones about it. And this one won't disappoint people who like their wine like finely aged Scotch, high in alcohol. For them, its bold smoky chocolate, savory bacon on toast notes will be delightful.",Earthquake,85,26,California,Lodi,Central Valley,Virginie Boone,@vboone,Michael David 2009 Earthquake Petite Sirah (Lodi),Petite Sirah,Michael David
1272,Italy,Pithoi opens with light aromas of forest berry and raw fruit backed by touches of spice and bitter almond. It's an easy wine that could pair with pizza or take-out fried chicken.,Pithoi,84,,Sicily & Sardinia,Sicilia,,,,Maggiovini 2008 Pithoi Nero d'Avola (Sicilia),Nero d'Avola,Maggiovini
1273,US,"Lots of zippy acidity in this Chardonnay. Lots of sweetness, too. Tastes like lemon and pineapple pie filling, with heat from the alcohol.",,84,15,California,Russian River Valley,Sonoma,,,La Merika 2010 Chardonnay (Russian River Valley),Chardonnay,La Merika
1274,Italy,Haermosa is made with organically-farmed fruit. It shows milky notes of peach yogurt and white chocolate. But it also shows zesty crispness on the close despite the thickness and fullness of the wine's overall texture.,Haermosa,84,28,Sicily & Sardinia,Sicilia,,,,Masseria del Feudo Grottarossa 2009 Haermosa Chardonnay (Sicilia),Chardonnay,Masseria del Feudo Grottarossa
1275,US,"Gritty and rustic, with blackberry, prune and spice flavors. It's a dry, tannic wine, for drinking with simple foods, like burritos.",,84,10,California,Napa Valley,Napa,,,Napa Family Vineyards 2010 Merlot (Napa Valley),Merlot,Napa Family Vineyards
1276,US,"Rugged and astringent in texture, with jammy blackberry and spice flavors.",Estate Grown,84,70,California,Sonoma Valley,Sonoma,,,Petroni 2007 Estate Grown Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Petroni
1277,US,"There's a minty, ammonia streak of greenness that can charitably be described as gooseberry in this dry Sauvignon Blanc. Oak brings sweet vanilla richness, but the wine is still pretty eccentric.",Estate Grown,84,24,California,Sonoma Valley,Sonoma,,,Petroni 2010 Estate Grown Sauvignon Blanc (Sonoma Valley),Sauvignon Blanc,Petroni
1278,Italy,"This simple Sicilian red delivers bright berry fruit, blue flower and white almond skin. It shows almost Pinot Noir-like aromas and the power and gritty mouthfeel usually associated with Nero d'Avola.",,84,10,Sicily & Sardinia,Sicilia,,,,Resonata 2010 Nero d'Avola (Sicilia),Nero d'Avola,Resonata
1279,Portugal,"A just off-dry Vinho Verde, fresh and spritzy. Acidity, sweet apples and a breezy citrus edge combine easily and lightly. Ready to drink.",Praia,84,,Vinho Verde,,,Roger Voss,@vossroger,Aveleda 2010 Praia White (Vinho Verde),Portuguese White,Aveleda
1280,Spain,"A bit scratchy up front, with some heat and rubber to the bouquet. Feels bold, grippy and alive, with lightly herbal flavors of roasted berry and leather. Herbal and blackened on the finish; ripe but basic in quality.",Mesta,84,8,Central Spain,Uclés,,Michael Schachner,@wineschach,Bodegas Fontana 2010 Mesta Tempranillo (Uclés),Tempranillo,Bodegas Fontana
1281,Spain,"On the plus side, the wine is exotic and different, with blueberry, herbal notes, juniper and roasted aromas. But in the mouth, it's lean to the point of being thin, with sharp acidity and tight red plum, pie cherry and herbal flavors. Short on the finish, with tang and scour.",Miros de Ribera Crianza,84,27,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Bodegas Peñafiel 2006 Miros de Ribera Crianza  (Ribera del Duero),Tempranillo,Bodegas Peñafiel
1282,US,"Stunning aromatically, with a veil of smoke and petrol that lingers over fresh, clean Honeycrisp apple aromas. Semidry in style, with a simple, slightly sugary attack, it finishes with just a tinge of green pepper in the backdrop.",,84,10,New York,New York,New York Other,Anna Lee C. Iijima,,Brotherhood 2010 Riesling (New York),Riesling,Brotherhood
1283,Italy,"Terrale Oro is a perfect pasta or pizza wine to drink on nights at home with family and friends. It delivers bright red fruit, blackberry and almond paste.",Terrale Oro,84,10,Sicily & Sardinia,Sicilia,,,,Calatrasi 2010 Terrale Oro Nero d'Avola (Sicilia),Nero d'Avola,Calatrasi
1284,France,"A crisp, lemon-scented wine, then layering on butter, toast and ripe melon fruit flavors. It's immediately attractive, not needing any aging, with a soft, yet fresh, finish.",L'Aurore,84,,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Cave de Lugny 2010 L'Aurore  (Mâcon-Villages),Chardonnay,Cave de Lugny
1285,New Zealand,"This is a tart, lean, somewhat ungenerous Pinot Noir, but one that still manages to deliver an attractive, creative tension between its earthy, composty aromas and bright cranberry fruit.",,84,17,Marlborough,,,Joe Czerwinski,@JoeCz,Dashwood 2009 Pinot Noir (Marlborough),Pinot Noir,Dashwood
1286,Italy,"Enticing aromas of honeysuckle, citrus blossom and stone fruit take shape in the glass. The palate offers juicy pineapple, green apple, white peach, mint and mineral alongside bright acidity.",,89,20,Southern Italy,Greco di Tufo,,Kerin O’Keefe,@kerinokeefe,Feudi di San Gregorio 2014  Greco di Tufo,Greco,Feudi di San Gregorio
1287,US,"Much of the fruit for this wine came from Alexander Valley and it represents the appellation well, combining the ability to be juicy and approachable with powerful tannins and the potential to age. Cassis, raspberry and black pepper are standout characteristics, and the wine is big, but balanced.",,89,35,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Ghost Waltz 2012 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Ghost Waltz
1288,Italy,"Made with 95% Schiava and 5% Lagrein, this sleek red opens with aromas of red currant and crushed violet. The vibrant palate delivers sour cherry, mandarin orange and almond alongside silky tannins and fresh acidity. This is all about easy-drinking pleasure so enjoy soon.",St. Magdalener Classico,89,19,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Griesbauerhof 2013 St. Magdalener Classico Red (Alto Adige),Red Blend,Griesbauerhof
1289,Germany,"Layers of rich white peach and pink grapefruit sweeten this delightfully piercing spätlase. It's dainty in mouthfeel, but sumptuously ripe, balanced by a bracing strike of acidity.",Niersteiner Auflangen Spätlese,89,13,Rheinhessen,,,Anna Lee C. Iijima,,Gustav Adolf Schmitt 2012 Niersteiner Auflangen Spätlese Riesling (Rheinhessen),Riesling,Gustav Adolf Schmitt
1290,Italy,"Aromas of dried rose, violet and red berry meld together in the glass. The refined palate offers dried cherry, light toast, mineral and a hint of spice alongside soft, supple tannins.",Sanct Valentin,89,48,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Cantina Produttori San Michele Appiano 2011 Sanct Valentin Pinot Nero (Alto Adige),Pinot Nero,Cantina Produttori San Michele Appiano
1291,Italy,"Sleek and polished, this opens with aromas of raspberry preserve and rose petal. The elegant palate offers crushed red berry with hints of green tea, cinnamon and a mineral note alongside firm acidity and supple tannins.",,89,26,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Cantina Terlano 2013 Pinot Nero (Alto Adige),Pinot Nero,Cantina Terlano
1292,Italy,"This vibrant wine opens with varietal aromas of cut grass, passion fruit and crushed tomato vine. The linear palate offers up yellow peach, cantaloupe and a hint of ginger drop alongside racy acidity. It offers excellent value.",,89,13,Northeastern Italy,Trentino,,Kerin O’Keefe,@kerinokeefe,Cembra 2013 Sauvignon (Trentino),Sauvignon,Cembra
1293,US,"Generous tannins surround a core of ripe, brawny blackberry fruit and a powerful imprint of dried herb in this wine, which is rich and concentrated. Earthy tobacco and chocolate seal the finish.",,89,75,California,Stags Leap District,Napa,Virginie Boone,@vboone,Cliff Lede 2012 Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Cliff Lede
1294,Spain,"Rubbery berry and plum aromas come with a note of latex. In the mouth, this is juicy, bright and focused, with good raspberry and plum fruit. Textural balance is an attribute, while the finish is round, lively and full of tasty berry flavors. Drink through 2018.",Serras del Priorat,89,30,Catalonia,Priorat,,Michael Schachner,@wineschach,Clos Figueras 2013 Serras del Priorat Red (Priorat),Red Blend,Clos Figueras
1295,US,"This wine's nose begins very steely, with fresh cracked chalk aromas, then allows soft caramel candy, pound cake and white flowers to emerge. The very inviting flavors include apple flesh and skins, fresh cut pineapple and slated nuts, all clinging to a very pithy element that cuts the entire palate.",,89,25,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Consilience 2013 Chardonnay (Santa Barbara County),Chardonnay,Consilience
1296,France,"Ripe and fruity, this immediately attractive wine has a crisp texture, giving prominence to apple and grapefruit freshness. The light spritz from bottling from the lees adds bright lift to the aftertaste. Drink now.",La Louvetrie Sur Lie,89,14,Loire Valley,Muscadet Sèvre et Maine,,Roger Voss,@vossroger,Domaines Landron 2013 La Louvetrie Sur Lie  (Muscadet Sèvre et Maine),Melon,Domaines Landron
1297,Italy,"From what are considered as the highest vineyards in Europe, this vibrant, elegant white reveals lovely fragrances of honeysuckle, jasmine and alpine herb. The linear palate delivers yellow apple, citrus, thyme and a hint of mineral alongside brisk acidity.",Tradizionale Blanc de Morgex et de La Salle,89,20,Northwestern Italy,Valle d'Aosta,,Kerin O’Keefe,@kerinokeefe,Cave du Vin Blanc de Morgex et de la Salle 2013 Tradizionale Blanc de Morgex et de La Salle Prié Blanc (Valle d'Aosta),Prié Blanc,Cave du Vin Blanc de Morgex et de la Salle
1298,US,"This complex, flavorful wine walks on the wild side with a bit of funky barnyard in the aromas and flavors. It's dry, moderately tannic, rather light in body, and brings spicy black pepper, grilled beef and ripe plum flavors.",Estate Grown,89,36,California,Fair Play,Sierra Foothills,Jim Gordon,@gordone_cellars,Cedar Creek 2011 Estate Grown Syrah (Fair Play),Syrah,Cedar Creek
1299,Italy,"Aromas suggest red berry and plum with a hint of cake spice. The palate is elegant and reserved, offering sour cherry, toast and vanilla alongside fine-grained tannins. It closes on a light mineral note.",Cornell Villa Nigra,89,49,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Colterenzio 2011 Cornell Villa Nigra Pinot Nero (Alto Adige),Pinot Nero,Colterenzio
1300,US,"This is a successful straight-ahead Chardonnay, with aromas of buttercream, vanilla and orange cake developing complexity thanks to alkaline, pithy notes. For such a rich nose, it proves quite clean and crisp on the palate, with lemon-lime soda, wet slate and just a touch of buttered apples.",,89,35,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Demetria 2012 Chardonnay (Santa Barbara County),Chardonnay,Demetria
1301,France,"Lightly herbaceous, this is a ripe, lively wine. Grapefruit and lemon zest flavors are complemented by fuller apple and quince flavors. A tight minerality in the background will allow the wine to age. Drink from 2016.",,89,20,Loire Valley,Menetou-Salon,,Roger Voss,@vossroger,Domaine de l'Ermitage 2013  Menetou-Salon,Sauvignon Blanc,Domaine de l'Ermitage
1302,France,"This is a ripe, fresh and fruity wine that's filled out with a tangy, mineral texture. Grapefruit and lime juice flavors give a zesty feel as well as intense acidity. It is ready to drink.",,89,21,Loire Valley,Sancerre,,Roger Voss,@vossroger,Domaine de Rome 2013  Sancerre,Sauvignon Blanc,Domaine de Rome
1303,Germany,"Taut and cool with swathes of fresh tarragon and crisp melon rind, this elegant dry Riesling has a nervous vitality throughout. The palate is zesty and bright, highlighting tart flavors of tangerine and apricot before fading into a dusty mineral finish.",Hochheimer Hölle Kabinett Trocken,89,28,Rheingau,,,Anna Lee C. Iijima,,Domdechant Werner 2013 Hochheimer Hölle Kabinett Trocken Riesling (Rheingau),Riesling,Domdechant Werner
1304,Germany,"Spine-tingling acidity runs throughout this off-dry Riesling. Swathes of honey and fresh apple, saffron and dried berries lend sweetness and warmth, but this striking kabinett does not surrender its sharp edges easily.",Ockfener Bockstein Kabinett,89,20,Mosel,,,Anna Lee C. Iijima,,Dr. Fischer 2013 Ockfener Bockstein Kabinett Riesling (Mosel),Riesling,Dr. Fischer
1305,Spain,"This blends intensity and nutty richness on the nose, backed up by a full, balanced palate. Flavors of dark caramel, toffee and chocolate end with the distinct flavor of café mocha and a lasting streak of caramel.",Cream,89,18,Andalucia,Jerez,,Michael Schachner,@wineschach,Osborne NV Cream Sherry (Jerez),Sherry,Osborne
1306,Spain,"Rusty in color and earthy on the nose, with capped aromas of cedar and herbs, this mature Catalonian Cabernet is compact on the palate and fused by firm tannins. Flavors of dried berry, stone fruits and toffee finish long. This ranks as a fun challenge for Spanish wine geeks.",Chateldon Reserva,89,20,Catalonia,Penedès,,Michael Schachner,@wineschach,Pinord 2007 Chateldon Reserva Cabernet Sauvignon (Penedès),Cabernet Sauvignon,Pinord
1307,US,"Light, tart cherry fruit beckons for further exploration. The ripeness is there, and the wine comes across as clean and elegant in its modest proportions. As it breathes open there is a slight hint of volatility which, for most tasters, will be a plus.",Holstein Vineyard,89,40,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Purple Hands 2013 Holstein Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Purple Hands
1308,Portugal,"This blend of Alvarinho and Trajadura is initially crisp and fresh. Gradually, it broadens out into a rich wine with a blend between lemon and yellow fruits that is delicious and concentrated. This tangy wine is developing well, and is ready to drink now although it will age.",Torre de Menagem Escolha,89,13,Vinho Verde,,,Roger Voss,@vossroger,Quintas de Melgaço 2014 Torre de Menagem Escolha White (Vinho Verde),Portuguese White,Quintas de Melgaço
1309,US,"This Zin speaks to compelling red fruit, plum and vanilla, with light oak presence. It's balanced yet still plenty big, showing off its well-worn roots within an historic vineyard. Before veering into syrupy territory, it pulls back, letting leathery cinnamon and black pepper have their say.",Monte Rosso Vineyard,89,45,California,Sonoma Valley,Sonoma,Virginie Boone,@vboone,Rosenblum 2011 Monte Rosso Vineyard Zinfandel (Sonoma Valley),Zinfandel,Rosenblum
1310,US,"This blend of 50% Cabernet Sauvignon, 37% Merlot, 8% Petite Sirah and 5% Cabernet Franc shows aromas of sweet plum, cherry jam, grape candy and chocolate spices. The palate presents a medium level of density, with flavors of Bing cherry, ollallieberry and dried oregano, thyme and marjoram.",Reflections of Still Waters,89,40,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Still Waters 2010 Reflections of Still Waters Red (Paso Robles),Bordeaux-style Red Blend,Still Waters
1311,US,"Floral, this medium-bodied white is creamy and touched by richer notions of pear, pineapple and vanilla, reflective of its warmer appellation in a warm year. French oak (40% of it new) aged the wine for under a year. With a touch of honeysuckle and nutmeg, the minerality is subtle.",Stuhlmuller Vineyards Reserve,89,32,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,Summers 2013 Stuhlmuller Vineyards Reserve Chardonnay (Alexander Valley),Chardonnay,Summers
1312,Italy,"This bright, fresh wine offers aromas of woodland berry, alpine herb, graphite, and a touch of cake spice. On the palate, green tomato and peppermint accent the bright strawberry core.",I Vigneti,89,15,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Tenuta Peter Sölva & Söhne 2013 I Vigneti Pinot Nero (Alto Adige),Pinot Nero,Tenuta Peter Sölva & Söhne
1313,US,"A mix of strawberry-rhubarb compote, mocha-chocolate and chalky tannins are featured in this 80% Cabernet with smaller amounts of other Bordeaux varieties blended in. Dense and meaty, a powerful jolt of cassis rears its head on the finish.",,89,34,California,Napa Valley,Napa,Virginie Boone,@vboone,Terra Valentine 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Terra Valentine
1314,Italy,"This opens with smoke, mint, coconut, red berry and graphite aromas. The palate offers dried red cherry and mineral alongside drying tannins. Enjoy it soon to capture the fruit flavors.",Linticlarus Riserva,89,40,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Tiefenbrunner 2011 Linticlarus Riserva Pinot Nero (Alto Adige),Pinot Nero,Tiefenbrunner
1315,Italy,"Pretty aromas of red berry, crushed flower and a hint of rosemary lead the nose on this bright red. The fresh palate offers crushed raspberry, green tomato and cinnamon. It's fresh, sleek and balanced.",,89,20,Northeastern Italy,Alto Adige,,Kerin O’Keefe,@kerinokeefe,Tramin 2013 Pinot Nero (Alto Adige),Pinot Nero,Tramin
1316,Italy,"Radiant and elegant, this offers enticing white stone fruit, Mediterranean brush and spring flower scents. The vibrant, balanced palate delivers creamy white peach, pear and tangy nectarine flavors, alongside crisp acidity. A savory mineral note gives it a mouthwatering finish.",,90,20,Southern Italy,Greco di Tufo,,Kerin O’Keefe,@kerinokeefe,Vesevo 2016  Greco di Tufo,Greco,Vesevo
1317,US,"A bright, floral fragrance invites one to further explore this softly structured wine. It's layered with ripe red fruit, leather and pepper flavors that are carried into the finish by tight, grippy tannins.",Estate,90,42,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Viszlay Vineyards 2013 Estate Petite Sirah (Russian River Valley),Petite Sirah,Viszlay Vineyards
1318,US,"This lightly built wine is fully expressive, with floral aromas and bright layers of black cherry, peppery clove and toasted oak. Balanced and unhindered, it will work well at the table.",Winemaker's Reserve Estate,90,98,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Viszlay Vineyards 2013 Winemaker's Reserve Estate Cabernet Sauvignon (Russian River Valley),Cabernet Sauvignon,Viszlay Vineyards
1319,New Zealand,"A considerable step up in quality from the basic Yealands Sauvignon Blanc, this offering boasts attractive aromas of white grapefruit and pea tendrils. There's a silky texture and green, grassy elements on the palate, but they never stray too far into vegetal, finishing zesty and clean.",Single Vineyard,90,25,Awatere Valley,,,Joe Czerwinski,@JoeCz,Yealands 2016 Single Vineyard Sauvignon Blanc (Awatere Valley),Sauvignon Blanc,Yealands
1320,Austria,"Slight reduction still obstructs this wine's nose. The palate, however, is both zingy and rich—spiked with citrus and rounded with ripe, mellow apple fruit. There is verve and life at its core and tone to its medium body. The dry finish is appetizing.",,90,18,Wiener Gemischter Satz,,,Anne Krebiehl MW,@AnneInVino,Zahel 2016 White (Wiener Gemischter Satz),White Blend,Zahel
1321,Spain,"Focused crisp aromas of white fruits reflect a cool vintage. This is roughly one-quarter each Macabeo, Parellada, Xarello and Chardonnay, and it feels tight, fresh and focused. Dry stone-fruit flavors include a hint of lime, while this is clean on the finish.",Brut Natural Reserva,90,25,Catalonia,Penedès,,Michael Schachner,@wineschach,Albet I Noya 2013 Brut Natural Reserva Sparkling (Penedès),Sparkling Blend,Albet I Noya
1322,Austria,"Freshly cut pear, ivy leaf and spice mark the nose of this wine. The palate is slender but juicy, full of citrus-fresh fruit. It's all about joy and drinkability, feeling more structured and serious on the clean finish.",Strassertaler,90,15,Kamptal,,,Anne Krebiehl MW,@AnneInVino,Allram 2016 Strassertaler Grüner Veltliner (Kamptal),Grüner Veltliner,Allram
1323,Spain,"Briny cidery aromas are fortunately not that loud or intense. This is wide and generous on the palate, with dry briny stone-fruit and apple flavors. A sense of dryness and pickle brine is amplified on a purposeful finish.",Privat Gran Reserva Brut Nature,90,36,Catalonia,Cava,,Michael Schachner,@wineschach,Alta Alella 2013 Privat Gran Reserva Brut Nature Sparkling (Cava),Sparkling Blend,Alta Alella
1324,US,"Made from 100% estate grapes, this wine is shy in aroma but happily light and bright on the palate. It's delicate yet framed by firm tannins, showing blueberry and toasty oak flavors and nuanced acidity.",Ampelos Vineyard,90,35,California,Sta. Rita Hills,Central Coast,Virginie Boone,@vboone,Ampelos 2013 Ampelos Vineyard Syrah (Sta. Rita Hills),Syrah,Ampelos
1325,US,"Tangy boysenberry and elderberry fruit shows on the nose of this sultry bottling, along with thyme, potpourri and licorice. The flavors are more cooked than fresh, recalling charred blackberry, dried blueberry, leather and licorice. It's a hearty wine that consumes the entire palate.",Mayhem,90,56,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Ascencion 2014 Mayhem Syrah (Paso Robles),Syrah,Ascencion
1326,Spain,Waxy lightly toasted aromas of yellow apple are more subtle than popping. This barrel-fermented wine offers good weight and balance along with quiet flavors of spiced apple and vanilla. A sophisticated clean finish is lightly oaked in flavor and smooth in feel.,Blanco Fermentado en Barrica,90,33,Northern Spain,Rioja,,Michael Schachner,@wineschach,Baigorri 2015 Blanco Fermentado en Barrica Viura (Rioja),Viura,Baigorri
1327,New Zealand,"This plump, medium-bodied Chardonnay shows yellow fruit notes of mirabelle plum, peach and pineapple, all wrapped in a cocoon of woodsmoke. Drink now–2020.",Bannockburn,90,25,Central Otago,,,Joe Czerwinski,@JoeCz,Carrick 2015 Bannockburn Chardonnay (Central Otago),Chardonnay,Carrick
1328,US,"Woodsmoke, bramble and sharp raspberry sorbet aromas show on the nose of this appellation blend from winemaker Kevin Law and actress Challen Cates. Sour cranberry and tart plum skin flavors show on the palate, along with darker nutmeg-like spices.",Scarlett,90,38,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Challen 2014 Scarlett Pinot Noir (Sta. Rita Hills),Pinot Noir,Challen
1329,France,"The estate wine of Coutinel is dominated by the local Négrette grape. With the addition of 15% Syrah and (unusual for this part of the world) 15% Gamay, the wine is structured while also juicy. Soft tannins and black fruits are shot through with an attractive perfumed character. Drink from 2018.",,90,28,Southwest France,Fronton,,Roger Voss,@vossroger,Château Coutinel 2015 Red (Fronton),Red Blend,Château Coutinel
1330,France,"From organically grown grapes, this firmly structured red wine is stalky while also rich with potential. It is young, dense with tannins as well as black-currant fruit. The wine will need to age, so drink from 2019.",,90,22,Provence,Côtes de Provence Sainte-Victoire,,Roger Voss,@vossroger,Château Grand Boise 2015 Red (Côtes de Provence Sainte-Victoire),Provence red blend,Château Grand Boise
1331,France,"This ripe wine from a very fine vintage in Bergerac, is fully structured while also having a fine black-currant fruitiness. Half-and-half Merlot and Cabernet Franc, it has a perfumed edge along with rich juicy acidity and fruits. Drink this fine wine from late 2017.",,90,13,Southwest France,Bergerac,,Roger Voss,@vossroger,Château le Payral 2015 Red (Bergerac),Bordeaux-style Red Blend,Château le Payral
1332,France,"Pascal Savoret is the only producer with vines actually in the village (as distinct from the appellation) of Madiran, a mere population of 430. He has produced a dense and tannic wine, packed with woody dark tannins. The black fruits and concentrated dusty texture promise further aging for this Tannat wine. Drink from 2020.",,90,,Southwest France,Madiran,,Roger Voss,@vossroger,Clos Fardet 2013 Tannat (Madiran),Tannat,Clos Fardet
1333,US,"Meat, compost and leather notes mark the entry of this Syrah blended with smaller amounts of Mourvèdre and Petite Sirah. Light black pepper and red fruit flavors are sustained by a soft, round texture and lingering finish.",,90,38,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Crux 2013 Syrah (Russian River Valley),Syrah,Crux
1334,US,This highly aromatic Sauvignon Blanc dishes out loads of pretty white peach and yellow cherry flavors backed by a bristling streak of acidity. It's a vibrant yet satisfyingly full-bodied wine with a pristine grapefruit finish. Drink now through 2020.,Little Lotus Flower,90,22,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Damiani 2015 Little Lotus Flower Sauvignon Blanc (Finger Lakes),Sauvignon Blanc,Damiani
1335,US,"Deep penetrating sour-cherry and raspberry flavors are balanced against brisk blood-orange acidity in this dry Pinot Noir rosé. Full bodied and slightly silky on the palate, it's a satisfyingly mouthfilling but invigorating wine to enjoy now through the fall months.",Dry,90,18,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Damiani 2016 Dry Rosé (Finger Lakes),Rosé,Damiani
1336,US,"This perennially delicious blend brings together 53% Grenache, 35% Syrah and 12% Mourvèdre. It lets each variety speak, offering a structured expression of juicy strawberry, mint and balanced ripeness. Despite its nuances, it's not afraid to be bold.",Throne,90,42,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Davis Family 2014 Throne G-S-M (Russian River Valley),G-S-M,Davis Family
1337,Italy,"Elegant, savory and balanced, this opens with delicate orchard fruit, Mediterranean scrub and wet stone scents. The vibrant, ethereal palate delivers lemon, nectarine and pear fruit, buttressed by crisp acidity. A savory mineral note gives it a mouthwatering finish.",,90,25,Southern Italy,Greco di Tufo,,Kerin O’Keefe,@kerinokeefe,Di Meo 2016  Greco di Tufo,Greco,Di Meo
1338,France,"This blend of Cinsault, Grenache and Syrah is attractively fruity. It has a crisp texture that gives it a bright character, red-currant fruitiness and intense refreshing acidity. The aftertaste is elegant and fruity. The wine's name (meaning to dare) is an anagram of Rosé. Drink now.",Oser,90,21,Provence,Côtes de Provence,,Roger Voss,@vossroger,Domaine Clos Gautier 2016 Oser Rosé (Côtes de Provence),Rosé,Domaine Clos Gautier
